x,y,z,u,v,w
-0.461538,-1.16019e-16,-0.631579,0,0,0
-0.461538,0.710526,0,0,0,0
-0.461538,4.35072e-17,0.710526,0,0,0
-0.461538,-0.710526,8.70144e-17,0,0,0
-0.461538,-1.30522e-16,-0.710526,0,0,0
-0.461538,0.789474,0,0,0,0
-0.461538,4.83413e-17,0.789474,0,0,0
-0.461538,-0.789474,9.66826e-17,0,0,0
-0.461538,-1.45024e-16,-0.789474,0,0,0
-0.461538,0.868421,0,0,0,0
-0.461538,5.31755e-17,0.868421,0,0,0
-0.461538,-0.868421,1.06351e-16,0,0,0
-0.461538,-1.59526e-16,-0.868421,0,0,0
-0.461538,0.947368,0,0,0,0
-0.461538,5.80096e-17,0.947368,0,0,0
-0.461538,-0.947368,1.16019e-16,0,0,0
-0.461538,-1.74029e-16,-0.947368,0,0,0
-0.461538,1.02632,0,0,0,0
-0.461538,6.28437e-17,1.02632,0,0,0
-0.461538,-1.02632,1.25687e-16,0,0,0
-0.461538,-1.88531e-16,-1.02632,0,0,0
-0.461538,1.10526,0,0,0,0
-0.461538,6.76778e-17,1.10526,0,0,0
-0.461538,-1.10526,1.35356e-16,0,0,0
-0.461538,-2.03034e-16,-1.10526,0,0,0
-0.461538,1.18421,0,0,0,0
-0.461538,7.2512e-17,1.18421,0,0,0
-0.461538,-1.18421,1.45024e-16,0,0,0
-0.461538,-2.17536e-16,-1.18421,0,0,0
-0.461538,1.26316,0,0,0,0
-0.461538,7.73461e-17,1.26316,0,0,0
-0.461538,-1.26316,1.54692e-16,0,0,0
-0.461538,-2.32038e-16,-1.26316,0,0,0
-0.461538,1.34211,0,0,0,0
-0.461538,8.21802e-17,1.34211,0,0,0
-0.461538,-1.34211,1.6436e-16,0,0,0
-0.461538,-2.46541e-16,-1.34211,0,0,0
-0.461538,1.42105,0,0,0,0
-0.461538,8.70144e-17,1.42105,0,0,0
-0.461538,-1.42105,1.74029e-16,0,0,0
-0.461538,-2.61043e-16,-1.42105,0,0,0
-0.461538,1.5,0,0,0,0
-0.461538,9.18485e-17,1.5,0,0,0
-0.461538,-1.5,1.83697e-16,0,0,0
-0.461538,-2.75546e-16,-1.5,0,0,0
-0.384615,0,0,0,0,0
-0.384615,0,0,0,0,0
-0.384615,-0,0,0,0,0
-0.384615,-0,-0,0,0,0
-0.384615,0.0789474,0,0,0,0
-0.384615,4.83413e-18,0.0789474,0,0,0
-0.384615,-0.0789474,9.66826e-18,0,0,0
-0.384615,-1.45024e-17,-0.0789474,0,0,0
-0.384615,0.157895,0,0,0,0
-0.384615,9.66826e-18,0.157895,0,0,0
-0.384615,-0.157895,1.93365e-17,0,0,0
-0.384615,-2.90048e-17,-0.157895,0,0,0
-0.384615,0.236842,0,0,0,0
-0.384615,1.45024e-17,0.236842,0,0,0
-0.384615,-0.236842,2.90048e-17,0,0,0
-0.384615,-4.35072e-17,-0.236842,0,0,0
-0.384615,0.315789,0,0,0,0
-0.384615,1.93365e-17,0.315789,0,0,0
-0.384615,-0.315789,3.86731e-17,0,0,0
-0.384615,-5.80096e-17,-0.315789,0,0,0
-0.384615,0.394737,0,0,0,0
-0.384615,2.41707e-17,0.394737,0,0,0
-0.384615,-0.394737,4.83413e-17,0,0,0
-0.384615,-7.2512e-17,-0.394737,0,0,0
-0.384615,0.473684,0,0,0,0
-0.384615,2.90048e-17,0.473684,0,0,0
-0.384615,-0.473684,5.80096e-17,0,0,0
-0.384615,-8.70144e-17,-0.473684,0,0,0
-0.384615,0.552632,0,0,0,0
-0.384615,3.38389e-17,0.552632,0,0,0
-0.384615,-0.552632,6.76778e-17,0,0,0
-0.384615,-1.01517e-16,-0.552632,0,0,0
-0.384615,0.631579,0,0,0,0
-0.384615,3.86731e-17,0.631579,0,0,0
-0.384615,-0.631579,7.73461e-17,0,0,0
-0.384615,-1.16019e-16,-0.631579,0,0,0
-0.384615,0.710526,0,0,0,0
-0.384615,4.35072e-17,0.710526,0,0,0
-0.384615,-0.710526,8.70144e-17,0,0,0
-0.384615,-1.30522e-16,-0.710526,0,0,0
-0.384615,0.789474,0,0,0,0
-0.384615,4.83413e-17,0.789474,0,0,0
-0.384615,-0.789474,9.66826e-17,0,0,0
-0.384615,-1.45024e-16,-0.789474,0,0,0
-0.384615,0.868421,0,0,0,0
-0.384615,5.31755e-17,0.868421,0,0,0
-0.384615,-0.868421,1.06351e-16,0,0,0
-0.384615,-1.59526e-16,-0.868421,0,0,0
-0.384615,0.947368,0,0,0,0
-0.384615,5.80096e-17,0.947368,0,0,0
-0.384615,-0.947368,1.16019e-16,0,0,0
-0.384615,-1.74029e-16,-0.947368,0,0,0
-0.384615,1.02632,0,0,0,0
-0.384615,6.28437e-17,1.02632,0,0,0
-0.384615,-1.02632,1.25687e-16,0,0,0
-0.384615,-1.88531e-16,-1.02632,0,0,0
-0.384615,1.10526,0,0,0,0
-0.384615,6.76778e-17,1.10526,0,0,0
-0.384615,-1.10526,1.35356e-16,0,0,0
-0.384615,-2.03034e-16,-1.10526,0,0,0
-0.384615,1.18421,0,0,0,0
-0.384615,7.2512e-17,1.18421,0,0,0
-0.384615,-1.18421,1.45024e-16,0,0,0
-0.384615,-2.17536e-16,-1.18421,0,0,0
-0.384615,1.26316,0,0,0,0
-0.384615,7.73461e-17,1.26316,0,0,0
-0.384615,-1.26316,1.54692e-16,0,0,0
-0.384615,-2.32038e-16,-1.26316,0,0,0
-0.384615,1.34211,0,0,0,0
-0.384615,8.21802e-17,1.34211,0,0,0
-0.384615,-1.34211,1.6436e-16,0,0,0
-0.384615,-2.46541e-16,-1.34211,0,0,0
-0.384615,1.42105,0,0,0,0
-0.384615,8.70144e-17,1.42105,0,0,0
-0.384615,-1.42105,1.74029e-16,0,0,0
-0.384615,-2.61043e-16,-1.42105,0,0,0
-0.384615,1.5,0,0,0,0
-0.384615,9.18485e-17,1.5,0,0,0
-0.384615,-1.5,1.83697e-16,0,0,0
-0.384615,-2.75546e-16,-1.5,0,0,0
-0.307692,0,0,0,0,0
-0.307692,0,0,0,0,0
-0.307692,-0,0,0,0,0
-0.307692,-0,-0,0,0,0
-0.307692,0.0789474,0,0,0,0
-0.307692,4.83413e-18,0.0789474,0,0,0
-0.307692,-0.0789474,9.66826e-18,0,0,0
-0.307692,-1.45024e-17,-0.0789474,0,0,0
-0.307692,0.157895,0,0,0,0
-0.307692,9.66826e-18,0.157895,0,0,0
-0.307692,-0.157895,1.93365e-17,0,0,0
-0.307692,-2.90048e-17,-0.157895,0,0,0
-0.307692,0.236842,0,0,0,0
-0.307692,1.45024e-17,0.236842,0,0,0
-0.307692,-0.236842,2.90048e-17,0,0,0
-0.307692,-4.35072e-17,-0.236842,0,0,0
-0.307692,0.315789,0,0,0,0
-0.307692,1.93365e-17,0.315789,0,0,0
-0.307692,-0.315789,3.86731e-17,0,0,0
-0.307692,-5.80096e-17,-0.315789,0,0,0
-0.307692,0.394737,0,0,0,0
-0.307692,2.41707e-17,0.394737,0,0,0
-0.307692,-0.394737,4.83413e-17,0,0,0
-0.307692,-7.2512e-17,-0.394737,0,0,0
-0.307692,0.473684,0,0,0,0
-0.307692,2.90048e-17,0.473684,0,0,0
-0.307692,-0.473684,5.80096e-17,0,0,0
-0.307692,-8.70144e-17,-0.473684,0,0,0
-0.307692,0.552632,0,0,0,0
-0.307692,3.38389e-17,0.552632,0,0,0
-0.307692,-0.552632,6.76778e-17,0,0,0
-0.307692,-1.01517e-16,-0.552632,0,0,0
-0.307692,0.631579,0,0,0,0
-0.307692,3.86731e-17,0.631579,0,0,0
-0.307692,-0.631579,7.73461e-17,0,0,0
-0.307692,-1.16019e-16,-0.631579,0,0,0
-0.307692,0.710526,0,0,0,0
-0.307692,4.35072e-17,0.710526,0,0,0
-0.307692,-0.710526,8.70144e-17,0,0,0
-0.307692,-1.30522e-16,-0.710526,0,0,0
-0.307692,0.789474,0,0,0,0
-0.307692,4.83413e-17,0.789474,0,0,0
-0.307692,-0.789474,9.66826e-17,0,0,0
-0.307692,-1.45024e-16,-0.789474,0,0,0
-0.307692,0.868421,0,0,0,0
-0.307692,5.31755e-17,0.868421,0,0,0
-0.307692,-0.868421,1.06351e-16,0,0,0
-0.307692,-1.59526e-16,-0.868421,0,0,0
-0.307692,0.947368,0,0,0,0
-0.307692,5.80096e-17,0.947368,0,0,0
-0.307692,-0.947368,1.16019e-16,0,0,0
-0.307692,-1.74029e-16,-0.947368,0,0,0
-0.307692,1.02632,0,0,0,0
-0.307692,6.28437e-17,1.02632,0,0,0
-0.307692,-1.02632,1.25687e-16,0,0,0
-0.307692,-1.88531e-16,-1.02632,0,0,0
-0.307692,1.10526,0,0,0,0
-0.307692,6.76778e-17,1.10526,0,0,0
-0.307692,-1.10526,1.35356e-16,0,0,0
-0.307692,-2.03034e-16,-1.10526,0,0,0
-0.307692,1.18421,0,0,0,0
-0.307692,7.2512e-17,1.18421,0,0,0
-0.307692,-1.18421,1.45024e-16,0,0,0
-0.307692,-2.17536e-16,-1.18421,0,0,0
-0.307692,1.26316,0,0,0,0
-0.307692,7.73461e-17,1.26316,0,0,0
-0.307692,-1.26316,1.54692e-16,0,0,0
-0.307692,-2.32038e-16,-1.26316,0,0,0
-0.307692,1.34211,0,0,0,0
-0.307692,8.21802e-17,1.34211,0,0,0
-0.307692,-1.34211,1.6436e-16,0,0,0
-0.307692,-2.46541e-16,-1.34211,0,0,0
-0.307692,1.42105,0,0,0,0
-0.307692,8.70144e-17,1.42105,0,0,0
-0.307692,-1.42105,1.74029e-16,0,0,0
-0.307692,-2.61043e-16,-1.42105,0,0,0
-0.307692,1.5,0,0,0,0
-0.307692,9.18485e-17,1.5,0,0,0
-0.307692,-1.5,1.83697e-16,0,0,0
-0.307692,-2.75546e-16,-1.5,0,0,0
-0.230769,0,0,0,0,0
-0.230769,0,0,0,0,0
-0.230769,-0,0,0,0,0
-0.230769,-0,-0,0,0,0
-0.230769,0.0789474,0,0,0,0
-0.230769,4.83413e-18,0.0789474,0,0,0
-0.230769,-0.0789474,9.66826e-18,0,0,0
-0.230769,-1.45024e-17,-0.0789474,0,0,0
-0.230769,0.157895,0,0,0,0
-0.230769,9.66826e-18,0.157895,0,0,0
-0.230769,-0.157895,1.93365e-17,0,0,0
-0.230769,-2.90048e-17,-0.157895,0,0,0
-0.230769,0.236842,0,0,0,0
-0.230769,1.45024e-17,0.236842,0,0,0
-0.230769,-0.236842,2.90048e-17,0,0,0
-0.230769,-4.35072e-17,-0.236842,0,0,0
-0.230769,0.315789,0,0,0,0
-0.230769,1.93365e-17,0.315789,0,0,0
-0.230769,-0.315789,3.86731e-17,0,0,0
-0.230769,-5.80096e-17,-0.315789,0,0,0
-0.230769,0.394737,0,0,0,0
-0.230769,2.41707e-17,0.394737,0,0,0
-0.230769,-0.394737,4.83413e-17,0,0,0
-0.230769,-7.2512e-17,-0.394737,0,0,0
-0.230769,0.473684,0,0,0,0
-0.230769,2.90048e-17,0.473684,0,0,0
-0.230769,-0.473684,5.80096e-17,0,0,0
-0.230769,-8.70144e-17,-0.473684,0,0,0
-0.230769,0.552632,0,0,0,0
-0.230769,3.38389e-17,0.552632,0,0,0
-0.230769,-0.552632,6.76778e-17,0,0,0
-0.230769,-1.01517e-16,-0.552632,0,0,0
-0.230769,0.631579,0,0,0,0
-0.230769,3.86731e-17,0.631579,0,0,0
-0.230769,-0.631579,7.73461e-17,0,0,0
-0.230769,-1.16019e-16,-0.631579,0,0,0
-0.230769,0.710526,0,0,0,0
-0.230769,4.35072e-17,0.710526,0,0,0
-0.230769,-0.710526,8.70144e-17,0,0,0
-0.230769,-1.30522e-16,-0.710526,0,0,0
-0.230769,0.789474,0,0,0,0
-0.230769,4.83413e-17,0.789474,0,0,0
-0.230769,-0.789474,9.66826e-17,0,0,0
-0.230769,-1.45024e-16,-0.789474,0,0,0
-0.230769,0.868421,0,0,0,0
-0.230769,5.31755e-17,0.868421,0,0,0
-0.230769,-0.868421,1.06351e-16,0,0,0
-0.230769,-1.59526e-16,-0.868421,0,0,0
-0.230769,0.947368,0,0,0,0
-0.230769,5.80096e-17,0.947368,0,0,0
-0.230769,-0.947368,1.16019e-16,0,0,0
-0.230769,-1.74029e-16,-0.947368,0,0,0
-0.230769,1.02632,0,0,0,0
-0.230769,6.28437e-17,1.02632,0,0,0
-0.230769,-1.02632,1.25687e-16,0,0,0
-0.230769,-1.88531e-16,-1.02632,0,0,0
-0.230769,1.10526,0,0,0,0
-0.230769,6.76778e-17,1.10526,0,0,0
-0.230769,-1.10526,1.35356e-16,0,0,0
-0.230769,-2.03034e-16,-1.10526,0,0,0
-0.230769,1.18421,0,0,0,0
-0.230769,7.2512e-17,1.18421,0,0,0
-0.230769,-1.18421,1.45024e-16,0,0,0
-0.230769,-2.17536e-16,-1.18421,0,0,0
-0.230769,1.26316,0,0,0,0
-0.230769,7.73461e-17,1.26316,0,0,0
-0.230769,-1.26316,1.54692e-16,0,0,0
-0.230769,-2.32038e-16,-1.26316,0,0,0
-0.230769,1.34211,0,0,0,0
-0.230769,8.21802e-17,1.34211,0,0,0
-0.230769,-1.34211,1.6436e-16,0,0,0
-0.230769,-2.46541e-16,-1.34211,0,0,0
-0.230769,1.42105,0,0,0,0
-0.230769,8.70144e-17,1.42105,0,0,0
-0.230769,-1.42105,1.74029e-16,0,0,0
-0.230769,-2.61043e-16,-1.42105,0,0,0
-0.230769,1.5,0,0,0,0
-0.230769,9.18485e-17,1.5,0,0,0
-0.230769,-1.5,1.83697e-16,0,0,0
-0.230769,-2.75546e-16,-1.5,0,0,0
-0.153846,0,0,0,0,0
-0.153846,0,0,0,0,0
-0.153846,-0,0,0,0,0
-0.153846,-0,-0,0,0,0
-0.153846,0.0789474,0,0,0,0
-0.153846,4.83413e-18,0.0789474,0,0,0
-0.153846,-0.0789474,9.66826e-18,0,0,0
-0.153846,-1.45024e-17,-0.0789474,0,0,0
-0.153846,0.157895,0,0,0,0
-0.153846,9.66826e-18,0.157895,0,0,0
-0.153846,-0.157895,1.93365e-17,0,0,0
-0.153846,-2.90048e-17,-0.157895,0,0,0
-0.153846,0.236842,0,0,0,0
-0.153846,1.45024e-17,0.236842,0,0,0
-0.153846,-0.236842,2.90048e-17,0,0,0
-0.153846,-4.35072e-17,-0.236842,0,0,0
-0.153846,0.315789,0,0,0,0
-0.153846,1.93365e-17,0.315789,0,0,0
-0.153846,-0.315789,3.86731e-17,0,0,0
-0.153846,-5.80096e-17,-0.315789,0,0,0
-0.153846,0.394737,0,0,0,0
-0.153846,2.41707e-17,0.394737,0,0,0
-0.153846,-0.394737,4.83413e-17,0,0,0
-0.153846,-7.2512e-17,-0.394737,0,0,0
-0.153846,0.473684,0,0,0,0
-0.153846,2.90048e-17,0.473684,0,0,0
-0.153846,-0.473684,5.80096e-17,0,0,0
-0.153846,-8.70144e-17,-0.473684,0,0,0
-0.153846,0.552632,0,0,0,0
-0.153846,3.38389e-17,0.552632,0,0,0
-0.153846,-0.552632,6.76778e-17,0,0,0
-0.153846,-1.01517e-16,-0.552632,0,0,0
-0.153846,0.631579,0,0,0,0
-0.153846,3.86731e-17,0.631579,0,0,0
-0.153846,-0.631579,7.73461e-17,0,0,0
-0.153846,-1.16019e-16,-0.631579,0,0,0
-0.153846,0.710526,0,0,0,0
-0.153846,4.35072e-17,0.710526,0,0,0
-0.153846,-0.710526,8.70144e-17,0,0,0
-0.153846,-1.30522e-16,-0.710526,0,0,0
-0.153846,0.789474,0,0,0,0
-0.153846,4.83413e-17,0.789474,0,0,0
-0.153846,-0.789474,9.66826e-17,0,0,0
-0.153846,-1.45024e-16,-0.789474,0,0,0
-0.153846,0.868421,0,0,0,0
-0.153846,5.31755e-17,0.868421,0,0,0
-0.153846,-0.868421,1.06351e-16,0,0,0
-0.153846,-1.59526e-16,-0.868421,0,0,0
-0.153846,0.947368,0,0,0,0
-0.153846,5.80096e-17,0.947368,0,0,0
-0.153846,-0.947368,1.16019e-16,0,0,0
-0.153846,-1.74029e-16,-0.947368,0,0,0
-0.153846,1.02632,0,0,0,0
-0.153846,6.28437e-17,1.02632,0,0,0
-0.153846,-1.02632,1.25687e-16,0,0,0
-0.153846,-1.88531e-16,-1.02632,0,0,0
-0.153846,1.10526,0,0,0,0
-0.153846,6.76778e-17,1.10526,0,0,0
-0.153846,-1.10526,1.35356e-16,0,0,0
-0.153846,-2.03034e-16,-1.10526,0,0,0
-0.153846,1.18421,0,0,0,0
-0.153846,7.2512e-17,1.18421,0,0,0
-0.153846,-1.18421,1.45024e-16,0,0,0
-0.153846,-2.17536e-16,-1.18421,0,0,0
-0.153846,1.26316,0,0,0,0
-0.153846,7.73461e-17,1.26316,0,0,0
-0.153846,-1.26316,1.54692e-16,0,0,0
-0.153846,-2.32038e-16,-1.26316,0,0,0
-0.153846,1.34211,0,0,0,0
-0.153846,8.21802e-17,1.34211,0,0,0
-0.153846,-1.34211,1.6436e-16,0,0,0
-0.153846,-2.46541e-16,-1.34211,0,0,0
-0.153846,1.42105,0,0,0,0
-0.153846,8.70144e-17,1.42105,0,0,0
-0.153846,-1.42105,1.74029e-16,0,0,0
-0.153846,-2.61043e-16,-1.42105,0,0,0
-0.153846,1.5,0,0,0,0
-0.153846,9.18485e-17,1.5,0,0,0
-0.153846,-1.5,1.83697e-16,0,0,0
-0.153846,-2.75546e-16,-1.5,0,0,0
-0.0769231,0,0,0,0,0
-0.0769231,0,0,0,0,0
-0.0769231,-0,0,0,0,0
-0.0769231,-0,-0,0,0,0
-0.0769231,0.0789474,0,0,0,0
-0.0769231,4.83413e-18,0.0789474,0,0,0
-0.0769231,-0.0789474,9.66826e-18,0,0,0
-0.0769231,-1.45024e-17,-0.0789474,0,0,0
-0.0769231,0.157895,0,0,0,0
-0.0769231,9.66826e-18,0.157895,0,0,0
-0.0769231,-0.157895,1.93365e-17,0,0,0
-0.0769231,-2.90048e-17,-0.157895,0,0,0
-0.0769231,0.236842,0,0,0,0
-0.0769231,1.45024e-17,0.236842,0,0,0
-0.0769231,-0.236842,2.90048e-17,0,0,0
-0.0769231,-4.35072e-17,-0.236842,0,0,0
-0.0769231,0.315789,0,0,0,0
-0.0769231,1.93365e-17,0.315789,0,0,0
-0.0769231,-0.315789,3.86731e-17,0,0,0
-0.0769231,-5.80096e-17,-0.315789,0,0,0
-0.0769231,0.394737,0,0,0,0
-0.0769231,2.41707e-17,0.394737,0,0,0
-0.0769231,-0.394737,4.83413e-17,0,0,0
-0.0769231,-7.2512e-17,-0.394737,0,0,0
-0.0769231,0.473684,0,0,0,0
-0.0769231,2.90048e-17,0.473684,0,0,0
-0.0769231,-0.473684,5.80096e-17,0,0,0
-0.0769231,-8.70144e-17,-0.473684,0,0,0
-0.0769231,0.552632,0,0,0,0
-0.0769231,3.38389e-17,0.552632,0,0,0
-0.0769231,-0.552632,6.76778e-17,0,0,0
-0.0769231,-1.01517e-16,-0.552632,0,0,0
-0.0769231,0.631579,0,0,0,0
-0.0769231,3.86731e-17,0.631579,0,0,0
-0.0769231,-0.631579,7.73461e-17,0,0,0
-0.0769231,-1.16019e-16,-0.631579,0,0,0
-0.0769231,0.710526,0,0,0,0
-0.0769231,4.35072e-17,0.710526,0,0,0
-0.0769231,-0.710526,8.70144e-17,0,0,0
-0.0769231,-1.30522e-16,-0.710526,0,0,0
-0.0769231,0.789474,0,0,0,0
-0.0769231,4.83413e-17,0.789474,0,0,0
-0.0769231,-0.789474,9.66826e-17,0,0,0
-0.0769231,-1.45024e-16,-0.789474,0,0,0
-0.0769231,0.868421,0,0,0,0
-0.0769231,5.31755e-17,0.868421,0,0,0
-0.0769231,-0.868421,1.06351e-16,0,0,0
-0.0769231,-1.59526e-16,-0.868421,0,0,0
-0.0769231,0.947368,0,0,0,0
-0.0769231,5.80096e-17,0.947368,0,0,0
-0.0769231,-0.947368,1.16019e-16,0,0,0
-0.0769231,-1.74029e-16,-0.947368,0,0,0
-0.0769231,1.02632,0,0,0,0
-0.0769231,6.28437e-17,1.02632,0,0,0
-0.0769231,-1.02632,1.25687e-16,0,0,0
-0.0769231,-1.88531e-16,-1.02632,0,0,0
-0.0769231,1.10526,0,0,0,0
-0.0769231,6.76778e-17,1.10526,0,0,0
-0.0769231,-1.10526,1.35356e-16,0,0,0
-0.0769231,-2.03034e-16,-1.10526,0,0,0
-0.0769231,1.18421,0,0,0,0
-0.0769231,7.2512e-17,1.18421,0,0,0
-0.0769231,-1.18421,1.45024e-16,0,0,0
-0.0769231,-2.17536e-16,-1.18421,0,0,0
-0.0769231,1.26316,0,0,0,0
-0.0769231,7.73461e-17,1.26316,0,0,0
-0.0769231,-1.26316,1.54692e-16,0,0,0
-0.0769231,-2.32038e-16,-1.26316,0,0,0
-0.0769231,1.34211,0,0,0,0
-0.0769231,8.21802e-17,1.34211,0,0,0
-0.0769231,-1.34211,1.6436e-16,0,0,0
-0.0769231,-2.46541e-16,-1.34211,0,0,0
-0.0769231,1.42105,0,0,0,0
-0.0769231,8.70144e-17,1.42105,0,0,0
-0.0769231,-1.42105,1.74029e-16,0,0,0
-0.0769231,-2.61043e-16,-1.42105,0,0,0
-0.0769231,1.5,0,0,0,0
-0.0769231,9.18485e-17,1.5,0,0,0
-0.0769231,-1.5,1.83697e-16,0,0,0
-0.0769231,-2.75546e-16,-1.5,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-0,0,0,0,0
0,-0,-0,0,0,0
0,0.0789474,0,0,0,0
0,4.83413e-18,0.0789474,0,0,0
0,-0.0789474,9.66826e-18,0,0,0
0,-1.45024e-17,-0.0789474,0,0,0
0,0.157895,0,0,0,0
0,9.66826e-18,0.157895,0,0,0
0,-0.157895,1.93365e-17,0,0,0
0,-2.90048e-17,-0.157895,0,0,0
0,0.236842,0,0,0,0
0,1.45024e-17,0.236842,0,0,0
0,-0.236842,2.90048e-17,0,0,0
0,-4.35072e-17,-0.236842,0,0,0
0,0.315789,0,0,0,0
0,1.93365e-17,0.315789,0,0,0
0,-0.315789,3.86731e-17,0,0,0
0,-5.80096e-17,-0.315789,0,0,0
0,0.394737,0,0,0,0
0,2.41707e-17,0.394737,0,0,0
0,-0.394737,4.83413e-17,0,0,0
0,-7.2512e-17,-0.394737,0,0,0
0,0.473684,0,0,0,0
0,2.90048e-17,0.473684,0,0,0
0,-0.473684,5.80096e-17,0,0,0
0,-8.70144e-17,-0.473684,0,0,0
0,0.552632,0,0,0,0
0,3.38389e-17,0.552632,0,0,0
0,-0.552632,6.76778e-17,0,0,0
0,-1.01517e-16,-0.552632,0,0,0
0,0.631579,0,0,0,0
0,3.86731e-17,0.631579,0,0,0
0,-0.631579,7.73461e-17,0,0,0
0,-1.16019e-16,-0.631579,0,0,0
0,0.710526,0,0,0,0
0,4.35072e-17,0.710526,0,0,0
0,-0.710526,8.70144e-17,0,0,0
0,-1.30522e-16,-0.710526,0,0,0
0,0.789474,0,0,0,0
0,4.83413e-17,0.789474,0,0,0
0,-0.789474,9.66826e-17,0,0,0
0,-1.45024e-16,-0.789474,0,0,0
0,0.868421,0,0,0,0
0,5.31755e-17,0.868421,0,0,0
0,-0.868421,1.06351e-16,0,0,0
0,-1.59526e-16,-0.868421,0,0,0
0,0.947368,0,0,0,0
0,5.80096e-17,0.947368,0,0,0
0,-0.947368,1.16019e-16,0,0,0
0,-1.74029e-16,-0.947368,0,0,0
0,1.02632,0,0,0,0
0,6.28437e-17,1.02632,0,0,0
0,-1.02632,1.25687e-16,0,0,0
0,-1.88531e-16,-1.02632,0,0,0
0,1.10526,0,0,0,0
0,6.76778e-17,1.10526,0,0,0
0,-1.10526,1.35356e-16,0,0,0
0,-2.03034e-16,-1.10526,0,0,0
0,1.18421,0,0,0,0
0,7.2512e-17,1.18421,0,0,0
0,-1.18421,1.45024e-16,0,0,0
0,-2.17536e-16,-1.18421,0,0,0
0,1.26316,0,0,0,0
0,7.73461e-17,1.26316,0,0,0
0,-1.26316,1.54692e-16,0,0,0
0,-2.32038e-16,-1.26316,0,0,0
0,1.34211,0,0,0,0
0,8.21802e-17,1.34211,0,0,0
0,-1.34211,1.6436e-16,0,0,0
0,-2.46541e-16,-1.34211,0,0,0
0,1.42105,0,0,0,0
0,8.70144e-17,1.42105,0,0,0
0,-1.42105,1.74029e-16,0,0,0
0,-2.61043e-16,-1.42105,0,0,0
0,1.5,0,0,0,0
0,9.18485e-17,1.5,0,0,0
0,-1.5,1.83697e-16,0,0,0
0,-2.75546e-16,-1.5,0,0,0
0.0769231,0,0,0.00253359,0,0
0.0769231,0,0,0.00253359,0,0
0.0769231,-0,0,0.00253359,0,0
0.0769231,-0,-0,0.00253359,0,0
0.0769231,0.0789474,0,0.00253359,0,0
0.0769231,4.83413e-18,0.0789474,0.00253359,0,0
0.0769231,-0.0789474,9.66826e-18,0.00253359,0,0
0.0769231,-1.45024e-17,-0.0789474,0.00253359,0,0
0.0769231,0.157895,0,0.00253359,0,0
0.0769231,9.66826e-18,0.157895,0.00253359,0,0
0.0769231,-0.157895,1.93365e-17,0.00253359,0,0
0.0769231,-2.90048e-17,-0.157895,0.00253359,0,0
0.0769231,0.236842,0,0.00253359,0,0
0.0769231,1.45024e-17,0.236842,0.00253359,0,0
0.0769231,-0.236842,2.90048e-17,0.00253359,0,0
0.0769231,-4.35072e-17,-0.236842,0.00253359,0,0
0.0769231,0.315789,0,0.00253359,0,0
0.0769231,1.93365e-17,0.315789,0.00253359,0,0
0.0769231,-0.315789,3.86731e-17,0.00253359,0,0
0.0769231,-5.80096e-17,-0.315789,0.00253359,0,0
0.0769231,0.394737,0,0.00253359,0,0
0.0769231,2.41707e-17,0.394737,0.00253359,0,0
0.0769231,-0.394737,4.83413e-17,0.00253359,0,0
0.0769231,-7.2512e-17,-0.394737,0.00253359,0,0
0.0769231,0.473684,0,0.00253359,0,0
0.0769231,2.90048e-17,0.473684,0.00253359,0,0
0.0769231,-0.473684,5.80096e-17,0.00253359,0,0
0.0769231,-8.70144e-17,-0.473684,0.00253359,0,0
0.0769231,0.552632,0,0.00253359,0,0
0.0769231,3.38389e-17,0.552632,0.00253359,0,0
0.0769231,-0.552632,6.76778e-17,0.00253359,0,0
0.0769231,-1.01517e-16,-0.552632,0.00253359,0,0
0.0769231,0.631579,0,0.00253359,0,0
0.0769231,3.86731e-17,0.631579,0.00253359,0,0
0.0769231,-0.631579,7.73461e-17,0.00253359,0,0
0.0769231,-1.16019e-16,-0.631579,0.00253359,0,0
0.0769231,0.710526,0,0.00253359,0,0
0.0769231,4.35072e-17,0.710526,0.00253359,0,0
0.0769231,-0.710526,8.70144e-17,0.00253359,0,0
0.0769231,-1.30522e-16,-0.710526,0.00253359,0,0
0.0769231,0.789474,0,0.00253359,0,0
0.0769231,4.83413e-17,0.789474,0.00253359,0,0
0.0769231,-0.789474,9.66826e-17,0.00253359,0,0
0.0769231,-1.45024e-16,-0.789474,0.00253359,0,0
0.0769231,0.868421,0,0.00253359,0,0
0.0769231,5.31755e-17,0.868421,0.00253359,0,0
0.0769231,-0.868421,1.06351e-16,0.00253359,0,0
0.0769231,-1.59526e-16,-0.868421,0.00253359,0,0
0.0769231,0.947368,0,0.00253359,0,0
0.0769231,5.80096e-17,0.947368,0.00253359,0,0
0.0769231,-0.947368,1.16019e-16,0.00253359,0,0
0.0769231,-1.74029e-16,-0.947368,0.00253359,0,0
0.0769231,1.02632,0,0.00253359,0,0
0.0769231,6.28437e-17,1.02632,0.00253359,0,0
0.0769231,-1.02632,1.25687e-16,0.00253359,0,0
0.0769231,-1.88531e-16,-1.02632,0.00253359,0,0
0.0769231,1.10526,0,0.00253359,0,0
0.0769231,6.76778e-17,1.10526,0.00253359,0,0
0.0769231,-1.10526,1.35356e-16,0.00253359,0,0
0.0769231,-2.03034e-16,-1.10526,0.00253359,0,0
